FREQ,REF_AREA,DATA_TYPE_AGGR,VALUATION,ADJUSTMENT,EDITION,TIME_PERIOD,OBS_VALUE
A,ITD34,B1G_B_W2_S1,V,N,2025M1,2022,30133.0
A,ITD34,B1GQ_B_W2_S1,V,N,2025M1,2021,31559.0
A,ITD34,B1GQ_B_W2_S1,V,N,2025M1,2022,33583.0
A,ITD34,D21X31_C_W2_S1,V,N,2025M1,2021,3410.0
A,ITD34,D21X31_C_W2_S1,V,N,2025M1,2022,3450.0
A,ITD35,B1G_B_W2_S1,V,N,2025M1,2021,23834.0
A,ITD35,B1G_B_W2_S1,V,N,2025M1,2022,26838.0
A,ITD35,B1GQ_B_W2_S1,V,N,2025M1,2021,26721.0
A,ITD35,B1GQ_B_W2_S1,V,N,2025M1,2022,29911.0
A,ITD35,D21X31_C_W2_S1,V,N,2025M1,2021,2887.0
A,ITD35,D21X31_C_W2_S1,V,N,2025M1,2022,3073.0
A,ITD36,B1G_B_W2_S1,V,N,2025M1,2021,30281.0
A,ITD36,B1G_B_W2_S1,V,N,2025M1,2022,32631.0
A,ITD36,B1GQ_B_W2_S1,V,N,2025M1,2021,33948.0
A,ITD36,B1GQ_B_W2_S1,V,N,2025M1,2022,36368.0
A,ITD36,D21X31_C_W2_S1,V,N,2025M1,2021,3668.0
A,ITD36,D21X31_C_W2_S1,V,N,2025M1,2022,3736.0
A,ITD37,B1G_B_W2_S1,V,N,2025M1,2021,5706.0
A,ITD37,B1G_B_W2_S1,V,N,2025M1,2022,6021.0
A,ITD37,B1GQ_B_W2_S1,V,N,2025M1,2021,6397.0
A,ITD37,B1GQ_B_W2_S1,V,N,2025M1,2022,6711.0
A,ITD37,D21X31_C_W2_S1,V,N,2025M1,2021,691.0
A,ITD37,D21X31_C_W2_S1,V,N,2025M1,2022,689.0
A,ITD4,B1G_B_W2_S1,V,N,2025M1,2021,36143.0
A,ITD4,B1G_B_W2_S1,V,N,2025M1,2022,38350.0
A,ITD4,B1G_B_W2_S1,V,N,2025M1,2023,40401.4
A,ITD4,B1GQ_B_W2_S1,V,N,2025M1,2021,40472.5
A,ITD4,B1GQ_B_W2_S1,V,N,2025M1,2022,42690.3
A,ITD4,B1GQ_B_W2_S1,V,N,2025M1,2023,44996.2
A,ITD4,D21X31_C_W2_S1,V,N,2025M1,2021,4329.5
A,ITD4,D21X31_C_W2_S1,V,N,2025M1,2022,4340.3
A,ITD4,D21X31_C_W2_S1,V,N,2025M1,2023,4594.9
A,ITD41,B1G_B_W2_S1,V,N,2025M1,2021,9177.0
A,ITD41,B1G_B_W2_S1,V,N,2025M1,2022,9712.0
A,ITD41,B1GQ_B_W2_S1,V,N,2025M1,2021,10276.0
A,ITD41,B1GQ_B_W2_S1,V,N,2025M1,2022,10811.0
A,ITD41,D21X31_C_W2_S1,V,N,2025M1,2021,1099.0
A,ITD41,D21X31_C_W2_S1,V,N,2025M1,2022,1099.0
A,ITD42,B1G_B_W2_S1,V,N,2025M1,2021,15388.0
A,ITD42,B1G_B_W2_S1,V,N,2025M1,2022,16661.0
A,ITD42,B1GQ_B_W2_S1,V,N,2025M1,2021,17230.0
A,ITD42,B1GQ_B_W2_S1,V,N,2025M1,2022,18546.0
A,ITD42,D21X31_C_W2_S1,V,N,2025M1,2021,1843.0
A,ITD42,D21X31_C_W2_S1,V,N,2025M1,2022,1886.0
A,ITD43,B1G_B_W2_S1,V,N,2025M1,2021,3677.0
A,ITD43,B1G_B_W2_S1,V,N,2025M1,2022,3942.0
A,ITD43,B1GQ_B_W2_S1,V,N,2025M1,2021,4117.0
A,ITD43,B1GQ_B_W2_S1,V,N,2025M1,2022,4388.0
A,ITD43,D21X31_C_W2_S1,V,N,2025M1,2021,440.0
A,ITD43,D21X31_C_W2_S1,V,N,2025M1,2022,446.0
A,ITD44,B1G_B_W2_S1,V,N,2025M1,2021,7901.0
A,ITD44,B1G_B_W2_S1,V,N,2025M1,2022,8036.0
A,ITD44,B1GQ_B_W2_S1,V,N,2025M1,2021,8847.0
A,ITD44,B1GQ_B_W2_S1,V,N,2025M1,2022,8945.0
A,ITD44,D21X31_C_W2_S1,V,N,2025M1,2021,946.0
A,ITD44,D21X31_C_W2_S1,V,N,2025M1,2022,909.0
A,ITD5,B1G_B_W2_S1,V,N,2025M1,2021,150885.5
A,ITD5,B1G_B_W2_S1,V,N,2025M1,2022,161969.9
A,ITD5,B1G_B_W2_S1,V,N,2025M1,2023,172907.2
A,ITD5,B1GQ_B_W2_S1,V,N,2025M1,2021,169152.7
A,ITD5,B1GQ_B_W2_S1,V,N,2025M1,2022,180533.3
A,ITD5,B1GQ_B_W2_S1,V,N,2025M1,2023,192662.6
A,ITD5,D21X31_C_W2_S1,V,N,2025M1,2021,18267.1
A,ITD5,D21X31_C_W2_S1,V,N,2025M1,2022,18563.4
A,ITD5,D21X31_C_W2_S1,V,N,2025M1,2023,19755.4
A,ITD51,B1G_B_W2_S1,V,N,2025M1,2021,8970.0
A,ITD51,B1G_B_W2_S1,V,N,2025M1,2022,9565.0
A,ITD51,B1GQ_B_W2_S1,V,N,2025M1,2021,10056.0
A,ITD51,B1GQ_B_W2_S1,V,N,2025M1,2022,10661.0
A,ITD51,D21X31_C_W2_S1,V,N,2025M1,2021,1086.0
A,ITD51,D21X31_C_W2_S1,V,N,2025M1,2022,1096.0
A,ITD52,B1G_B_W2_S1,V,N,2025M1,2021,16911.0
A,ITD52,B1G_B_W2_S1,V,N,2025M1,2022,17266.0
A,ITD52,B1GQ_B_W2_S1,V,N,2025M1,2021,18959.0
A,ITD52,B1GQ_B_W2_S1,V,N,2025M1,2022,19245.0
A,ITD52,D21X31_C_W2_S1,V,N,2025M1,2021,2048.0
A,ITD52,D21X31_C_W2_S1,V,N,2025M1,2022,1979.0
A,ITD53,B1G_B_W2_S1,V,N,2025M1,2021,18168.0
A,ITD53,B1G_B_W2_S1,V,N,2025M1,2022,19820.0
A,ITD53,B1GQ_B_W2_S1,V,N,2025M1,2021,20367.0
A,ITD53,B1GQ_B_W2_S1,V,N,2025M1,2022,22092.0
A,ITD53,D21X31_C_W2_S1,V,N,2025M1,2021,2200.0
A,ITD53,D21X31_C_W2_S1,V,N,2025M1,2022,2272.0
A,ITD54,B1G_B_W2_S1,V,N,2025M1,2021,26290.0
A,ITD54,B1G_B_W2_S1,V,N,2025M1,2022,28380.0
A,ITD54,B1GQ_B_W2_S1,V,N,2025M1,2021,29473.0
A,ITD54,B1GQ_B_W2_S1,V,N,2025M1,2022,31633.0
A,ITD54,D21X31_C_W2_S1,V,N,2025M1,2021,3183.0
A,ITD54,D21X31_C_W2_S1,V,N,2025M1,2022,3253.0
A,ITD55,B1G_B_W2_S1,V,N,2025M1,2021,38872.0
A,ITD55,B1G_B_W2_S1,V,N,2025M1,2022,42375.0
A,ITD55,B1GQ_B_W2_S1,V,N,2025M1,2021,43579.0
A,ITD55,B1GQ_B_W2_S1,V,N,2025M1,2022,47231.0
A,ITD55,D21X31_C_W2_S1,V,N,2025M1,2021,4707.0
A,ITD55,D21X31_C_W2_S1,V,N,2025M1,2022,4857.0
A,ITD56,B1G_B_W2_S1,V,N,2025M1,2021,8565.0
A,ITD56,B1G_B_W2_S1,V,N,2025M1,2022,8797.0
A,ITD56,B1GQ_B_W2_S1,V,N,2025M1,2021,9602.0
A,ITD56,B1GQ_B_W2_S1,V,N,2025M1,2022,9805.0
A,ITD56,D21X31_C_W2_S1,V,N,2025M1,2021,1037.0
A,ITD56,D21X31_C_W2_S1,V,N,2025M1,2022,1008.0
A,ITD57,B1G_B_W2_S1,V,N,2025M1,2021,11517.0
A,ITD57,B1G_B_W2_S1,V,N,2025M1,2022,12408.0
A,ITD57,B1GQ_B_W2_S1,V,N,2025M1,2021,12912.0
A,ITD57,B1GQ_B_W2_S1,V,N,2025M1,2022,13830.0
A,ITD57,D21X31_C_W2_S1,V,N,2025M1,2021,1394.0
A,ITD57,D21X31_C_W2_S1,V,N,2025M1,2022,1422.0
A,ITD58,B1G_B_W2_S1,V,N,2025M1,2021,12197.0
A,ITD58,B1G_B_W2_S1,V,N,2025M1,2022,13052.0
A,ITD58,B1GQ_B_W2_S1,V,N,2025M1,2021,13673.0
A,ITD58,B1GQ_B_W2_S1,V,N,2025M1,2022,14548.0
A,ITD58,D21X31_C_W2_S1,V,N,2025M1,2021,1477.0
A,ITD58,D21X31_C_W2_S1,V,N,2025M1,2022,1496.0
A,ITD59,B1G_B_W2_S1,V,N,2025M1,2021,9397.0
A,ITD59,B1G_B_W2_S1,V,N,2025M1,2022,10307.0
A,ITD59,B1GQ_B_W2_S1,V,N,2025M1,2021,10534.0
A,ITD59,B1GQ_B_W2_S1,V,N,2025M1,2022,11488.0
A,ITD59,D21X31_C_W2_S1,V,N,2025M1,2021,1138.0
A,ITD59,D21X31_C_W2_S1,V,N,2025M1,2022,1181.0
A,ITDA,B1G_B_W2_S1,V,N,2025M1,2021,42799.3
A,ITDA,B1G_B_W2_S1,V,N,2025M1,2022,48137.8
A,ITDA,B1G_B_W2_S1,V,N,2025M1,2023,51370.3
A,ITDA,B1GQ_B_W2_S1,V,N,2025M1,2021,48043.6
A,ITDA,B1GQ_B_W2_S1,V,N,2025M1,2022,53676.8
A,ITDA,B1GQ_B_W2_S1,V,N,2025M1,2023,57272.3
A,ITDA,D21X31_C_W2_S1,V,N,2025M1,2021,5244.3
A,ITDA,D21X31_C_W2_S1,V,N,2025M1,2022,5539.0
A,ITDA,D21X31_C_W2_S1,V,N,2025M1,2023,5902.0
A,ITE,B1G_B_W2_S1,V,N,2025M1,2021,348173.7
A,ITE,B1G_B_W2_S1,V,N,2025M1,2022,385041.1
A,ITE,B1G_B_W2_S1,V,N,2025M1,2023,405414.6
A,ITE,B1GQ_B_W2_S1,V,N,2025M1,2021,390361.4
A,ITE,B1GQ_B_W2_S1,V,N,2025M1,2022,429109.9
A,ITE,B1GQ_B_W2_S1,V,N,2025M1,2023,452273.8
A,ITE,D21X31_C_W2_S1,V,N,2025M1,2021,42187.7
A,ITE,D21X31_C_W2_S1,V,N,2025M1,2022,44068.8
A,ITE,D21X31_C_W2_S1,V,N,2025M1,2023,46859.2
A,ITE1,B1G_B_W2_S1,V,N,2025M1,2021,106577.6
A,ITE1,B1G_B_W2_S1,V,N,2025M1,2022,116979.4
A,ITE1,B1G_B_W2_S1,V,N,2025M1,2023,123703.5
A,ITE1,B1GQ_B_W2_S1,V,N,2025M1,2021,119552.3
A,ITE1,B1GQ_B_W2_S1,V,N,2025M1,2022,130428.9
A,ITE1,B1GQ_B_W2_S1,V,N,2025M1,2023,137966.2
A,ITE1,D21X31_C_W2_S1,V,N,2025M1,2021,12974.8
A,ITE1,D21X31_C_W2_S1,V,N,2025M1,2022,13449.5
A,ITE1,D21X31_C_W2_S1,V,N,2025M1,2023,14262.7
A,ITE11,B1G_B_W2_S1,V,N,2025M1,2021,4580.0
A,ITE11,B1G_B_W2_S1,V,N,2025M1,2022,4961.0
A,ITE11,B1GQ_B_W2_S1,V,N,2025M1,2021,5137.0
A,ITE11,B1GQ_B_W2_S1,V,N,2025M1,2022,5532.0
A,ITE11,D21X31_C_W2_S1,V,N,2025M1,2021,558.0
A,ITE11,D21X31_C_W2_S1,V,N,2025M1,2022,570.0
A,ITE12,B1G_B_W2_S1,V,N,2025M1,2021,10248.0
A,ITE12,B1G_B_W2_S1,V,N,2025M1,2022,11358.0
A,ITE12,B1GQ_B_W2_S1,V,N,2025M1,2021,11496.0
A,ITE12,B1GQ_B_W2_S1,V,N,2025M1,2022,12664.0
A,ITE12,D21X31_C_W2_S1,V,N,2025M1,2021,1248.0
A,ITE12,D21X31_C_W2_S1,V,N,2025M1,2022,1306.0
A,ITE13,B1G_B_W2_S1,V,N,2025M1,2021,6948.0
A,ITE13,B1G_B_W2_S1,V,N,2025M1,2022,7459.0
A,ITE13,B1GQ_B_W2_S1,V,N,2025M1,2021,7794.0
A,ITE13,B1GQ_B_W2_S1,V,N,2025M1,2022,8316.0
A,ITE13,D21X31_C_W2_S1,V,N,2025M1,2021,846.0
A,ITE13,D21X31_C_W2_S1,V,N,2025M1,2022,858.0
A,ITE14,B1G_B_W2_S1,V,N,2025M1,2021,34849.0
A,ITE14,B1G_B_W2_S1,V,N,2025M1,2022,38738.0
A,ITE14,B1GQ_B_W2_S1,V,N,2025M1,2021,39092.0
A,ITE14,B1GQ_B_W2_S1,V,N,2025M1,2022,43191.0
A,ITE14,D21X31_C_W2_S1,V,N,2025M1,2021,4243.0
A,ITE14,D21X31_C_W2_S1,V,N,2025M1,2022,4454.0
A,ITE15,B1G_B_W2_S1,V,N,2025M1,2021,7358.0
A,ITE15,B1G_B_W2_S1,V,N,2025M1,2022,8040.0
A,ITE15,B1GQ_B_W2_S1,V,N,2025M1,2021,8254.0
A,ITE15,B1GQ_B_W2_S1,V,N,2025M1,2022,8964.0
A,ITE15,D21X31_C_W2_S1,V,N,2025M1,2021,896.0
A,ITE15,D21X31_C_W2_S1,V,N,2025M1,2022,924.0
A,ITE16,B1G_B_W2_S1,V,N,2025M1,2021,8358.0
A,ITE16,B1G_B_W2_S1,V,N,2025M1,2022,9153.0
A,ITE16,B1GQ_B_W2_S1,V,N,2025M1,2021,9376.0
A,ITE16,B1GQ_B_W2_S1,V,N,2025M1,2022,10205.0
A,ITE16,D21X31_C_W2_S1,V,N,2025M1,2021,1018.0
A,ITE16,D21X31_C_W2_S1,V,N,2025M1,2022,1052.0
A,ITE17,B1G_B_W2_S1,V,N,2025M1,2021,12314.0
A,ITE17,B1G_B_W2_S1,V,N,2025M1,2022,13330.0
A,ITE17,B1GQ_B_W2_S1,V,N,2025M1,2021,13813.0
A,ITE17,B1GQ_B_W2_S1,V,N,2025M1,2022,14862.0
A,ITE17,D21X31_C_W2_S1,V,N,2025M1,2021,1499.0
A,ITE17,D21X31_C_W2_S1,V,N,2025M1,2022,1533.0
A,ITE18,B1G_B_W2_S1,V,N,2025M1,2021,9164.0
A,ITE18,B1G_B_W2_S1,V,N,2025M1,2022,10286.0
A,ITE18,B1GQ_B_W2_S1,V,N,2025M1,2021,10280.0
A,ITE18,B1GQ_B_W2_S1,V,N,2025M1,2022,11469.0
A,ITE18,D21X31_C_W2_S1,V,N,2025M1,2021,1116.0
A,ITE18,D21X31_C_W2_S1,V,N,2025M1,2022,1183.0
A,ITE19,B1G_B_W2_S1,V,N,2025M1,2021,7586.0
A,ITE19,B1G_B_W2_S1,V,N,2025M1,2022,8136.0
A,ITE19,B1GQ_B_W2_S1,V,N,2025M1,2021,8509.0
A,ITE19,B1GQ_B_W2_S1,V,N,2025M1,2022,9071.0
A,ITE19,D21X31_C_W2_S1,V,N,2025M1,2021,924.0
A,ITE19,D21X31_C_W2_S1,V,N,2025M1,2022,935.0
A,ITE1A,B1G_B_W2_S1,V,N,2025M1,2021,5172.0
A,ITE1A,B1G_B_W2_S1,V,N,2025M1,2022,5520.0
A,ITE1A,B1GQ_B_W2_S1,V,N,2025M1,2021,5802.0
A,ITE1A,B1GQ_B_W2_S1,V,N,2025M1,2022,6154.0
A,ITE1A,D21X31_C_W2_S1,V,N,2025M1,2021,630.0
A,ITE1A,D21X31_C_W2_S1,V,N,2025M1,2022,635.0
A,ITE2,B1G_B_W2_S1,V,N,2025M1,2021,20547.5
A,ITE2,B1G_B_W2_S1,V,N,2025M1,2022,22169.2
A,ITE2,B1G_B_W2_S1,V,N,2025M1,2023,23416.1
A,ITE2,B1GQ_B_W2_S1,V,N,2025M1,2021,23051.0
A,ITE2,B1GQ_B_W2_S1,V,N,2025M1,2022,24695.7
A,ITE2,B1GQ_B_W2_S1,V,N,2025M1,2023,26094.8
A,ITE2,D21X31_C_W2_S1,V,N,2025M1,2021,2503.6
A,ITE2,D21X31_C_W2_S1,V,N,2025M1,2022,2526.5
A,ITE2,D21X31_C_W2_S1,V,N,2025M1,2023,2678.7
A,ITE21,B1G_B_W2_S1,V,N,2025M1,2021,15610.0
A,ITE21,B1G_B_W2_S1,V,N,2025M1,2022,17064.0
A,ITE21,B1GQ_B_W2_S1,V,N,2025M1,2021,17501.0
A,ITE21,B1GQ_B_W2_S1,V,N,2025M1,2022,19009.0
A,ITE21,D21X31_C_W2_S1,V,N,2025M1,2021,1891.0
A,ITE21,D21X31_C_W2_S1,V,N,2025M1,2022,1945.0
A,ITE22,B1G_B_W2_S1,V,N,2025M1,2021,4937.0
A,ITE22,B1G_B_W2_S1,V,N,2025M1,2022,5105.0
A,ITE22,B1GQ_B_W2_S1,V,N,2025M1,2021,5536.0
A,ITE22,B1GQ_B_W2_S1,V,N,2025M1,2022,5687.0
A,ITE22,D21X31_C_W2_S1,V,N,2025M1,2021,598.0
A,ITE22,D21X31_C_W2_S1,V,N,2025M1,2022,582.0
A,ITE3,B1G_B_W2_S1,V,N,2025M1,2021,38516.7
A,ITE3,B1G_B_W2_S1,V,N,2025M1,2022,41535.5
A,ITE3,B1G_B_W2_S1,V,N,2025M1,2023,44166.6
A,ITE3,B1GQ_B_W2_S1,V,N,2025M1,2021,43185.7
A,ITE3,B1GQ_B_W2_S1,V,N,2025M1,2022,46338.5
A,ITE3,B1GQ_B_W2_S1,V,N,2025M1,2023,49275.9
A,ITE3,D21X31_C_W2_S1,V,N,2025M1,2021,4669.0
A,ITE3,D21X31_C_W2_S1,V,N,2025M1,2022,4803.0
A,ITE3,D21X31_C_W2_S1,V,N,2025M1,2023,5109.4
A,ITE31,B1G_B_W2_S1,V,N,2025M1,2021,9297.0
A,ITE31,B1G_B_W2_S1,V,N,2025M1,2022,9985.0
A,ITE31,B1GQ_B_W2_S1,V,N,2025M1,2021,10425.0
A,ITE31,B1GQ_B_W2_S1,V,N,2025M1,2022,11140.0
A,ITE31,D21X31_C_W2_S1,V,N,2025M1,2021,1128.0
A,ITE31,D21X31_C_W2_S1,V,N,2025M1,2022,1155.0
A,ITE32,B1G_B_W2_S1,V,N,2025M1,2021,12993.0
A,ITE32,B1G_B_W2_S1,V,N,2025M1,2022,13759.0
A,ITE32,B1GQ_B_W2_S1,V,N,2025M1,2021,14570.0
A,ITE32,B1GQ_B_W2_S1,V,N,2025M1,2022,15350.0
A,ITE32,D21X31_C_W2_S1,V,N,2025M1,2021,1577.0
A,ITE32,D21X31_C_W2_S1,V,N,2025M1,2022,1591.0
A,ITE33,B1G_B_W2_S1,V,N,2025M1,2021,7629.0
A,ITE33,B1G_B_W2_S1,V,N,2025M1,2022,8378.0
A,ITE33,B1GQ_B_W2_S1,V,N,2025M1,2021,8555.0
A,ITE33,B1GQ_B_W2_S1,V,N,2025M1,2022,9347.0
A,ITE33,D21X31_C_W2_S1,V,N,2025M1,2021,926.0
A,ITE33,D21X31_C_W2_S1,V,N,2025M1,2022,969.0
A,ITE34,B1G_B_W2_S1,V,N,2025M1,2021,4852.0
A,ITE34,B1G_B_W2_S1,V,N,2025M1,2022,5282.0
A,ITE34,B1GQ_B_W2_S1,V,N,2025M1,2021,5441.0
A,ITE34,B1GQ_B_W2_S1,V,N,2025M1,2022,5893.0
A,ITE34,D21X31_C_W2_S1,V,N,2025M1,2021,589.0
A,ITE34,D21X31_C_W2_S1,V,N,2025M1,2022,611.0
A,ITE4,B1G_B_W2_S1,V,N,2025M1,2021,182531.9
A,ITE4,B1G_B_W2_S1,V,N,2025M1,2022,204357.0
A,ITE4,B1G_B_W2_S1,V,N,2025M1,2023,214128.4
A,ITE4,B1GQ_B_W2_S1,V,N,2025M1,2021,204572.4
A,ITE4,B1GQ_B_W2_S1,V,N,2025M1,2022,227646.8
A,ITE4,B1GQ_B_W2_S1,V,N,2025M1,2023,238936.9
A,ITE4,D21X31_C_W2_S1,V,N,2025M1,2021,22040.4
A,ITE4,D21X31_C_W2_S1,V,N,2025M1,2022,23289.8
A,ITE4,D21X31_C_W2_S1,V,N,2025M1,2023,24808.5
A,ITE41,B1G_B_W2_S1,V,N,2025M1,2021,6231.0
A,ITE41,B1G_B_W2_S1,V,N,2025M1,2022,6731.0
A,ITE41,B1GQ_B_W2_S1,V,N,2025M1,2021,6984.0
A,ITE41,B1GQ_B_W2_S1,V,N,2025M1,2022,7498.0
A,ITE41,D21X31_C_W2_S1,V,N,2025M1,2021,753.0
A,ITE41,D21X31_C_W2_S1,V,N,2025M1,2022,767.0
A,ITE42,B1G_B_W2_S1,V,N,2025M1,2021,3116.0
A,ITE42,B1G_B_W2_S1,V,N,2025M1,2022,3295.0
A,ITE42,B1GQ_B_W2_S1,V,N,2025M1,2021,3493.0
A,ITE42,B1GQ_B_W2_S1,V,N,2025M1,2022,3670.0
A,ITE42,D21X31_C_W2_S1,V,N,2025M1,2021,376.0
A,ITE42,D21X31_C_W2_S1,V,N,2025M1,2022,376.0
A,ITE43,B1G_B_W2_S1,V,N,2025M1,2021,150850.0
A,ITE43,B1G_B_W2_S1,V,N,2025M1,2022,170668.0
A,ITE43,B1GQ_B_W2_S1,V,N,2025M1,2021,169072.0
A,ITE43,B1GQ_B_W2_S1,V,N,2025M1,2022,190118.0
A,ITE43,D21X31_C_W2_S1,V,N,2025M1,2021,18222.0
A,ITE43,D21X31_C_W2_S1,V,N,2025M1,2022,19450.0
A,ITE44,B1G_B_W2_S1,V,N,2025M1,2021,12377.0
A,ITE44,B1G_B_W2_S1,V,N,2025M1,2022,13060.0
A,ITE44,B1GQ_B_W2_S1,V,N,2025M1,2021,13872.0
A,ITE44,B1GQ_B_W2_S1,V,N,2025M1,2022,14549.0
A,ITE44,D21X31_C_W2_S1,V,N,2025M1,2021,1495.0
A,ITE44,D21X31_C_W2_S1,V,N,2025M1,2022,1488.0
A,ITE45,B1G_B_W2_S1,V,N,2025M1,2021,9958.0
A,ITE45,B1G_B_W2_S1,V,N,2025M1,2022,10603.0
A,ITE45,B1GQ_B_W2_S1,V,N,2025M1,2021,11161.0
A,ITE45,B1GQ_B_W2_S1,V,N,2025M1,2022,11811.0
A,ITE45,D21X31_C_W2_S1,V,N,2025M1,2021,1203.0
A,ITE45,D21X31_C_W2_S1,V,N,2025M1,2022,1208.0
A,ITF,B1G_B_W2_S1,V,N,2025M1,2021,249243.5
A,ITF,B1G_B_W2_S1,V,N,2025M1,2022,271474.7
A,ITF,B1G_B_W2_S1,V,N,2025M1,2023,289679.6
A,ITF,B1GQ_B_W2_S1,V,N,2025M1,2021,278914.1
A,ITF,B1GQ_B_W2_S1,V,N,2025M1,2022,302095.0
A,ITF,B1GQ_B_W2_S1,V,N,2025M1,2023,322367.5
A,ITF,D21X31_C_W2_S1,V,N,2025M1,2021,29670.5
A,ITF,D21X31_C_W2_S1,V,N,2025M1,2022,30620.4
A,ITF,D21X31_C_W2_S1,V,N,2025M1,2023,32687.9
A,ITF1,B1G_B_W2_S1,V,N,2025M1,2021,30029.0
A,ITF1,B1G_B_W2_S1,V,N,2025M1,2022,32703.8
